date,per,device,type,is_maintenance,month,season,day_of_year,days_since_last_maint
2025-08-30,98.544736251228,A_5,none,0,8,2,242,1.0
2025-08-31,100.176734122981,A_5,none,0,8,2,243,2.0
2025-09-01,98.769887629096,A_5,none,0,9,3,244,3.0
2025-09-02,98.7418707478185,A_5,none,0,9,3,245,4.0
2025-09-03,96.7541620009106,A_5,small,1,9,3,246,0.0
2025-09-04,96.5690721091028,A_5,none,0,9,3,247,1.0
2025-09-05,94.4801099954634,A_5,none,0,9,3,248,2.0
2025-09-06,93.5637991836842,A_5,none,0,9,3,249,3.0
2025-09-07,94.8748351108379,A_5,small,1,9,3,250,0.0
2025-09-08,94.5199744565466,A_5,none,0,9,3,251,1.0
2025-09-09,95.9348408119841,A_5,none,0,9,3,252,2.0
2025-09-10,94.3651022824582,A_5,small,1,9,3,253,0.0
2025-09-11,94.2516312015295,A_5,none,0,9,3,254,1.0
2025-09-12,94.8003978013334,A_5,none,0,9,3,255,2.0
2025-09-13,90.7909867315092,A_5,none,0,9,3,256,3.0
2025-09-14,92.0260244512438,A_5,small,1,9,3,257,0.0
2025-09-15,90.0009948914028,A_5,none,0,9,3,258,1.0
2025-09-16,90.9905916865835,A_5,none,0,9,3,259,2.0
2025-09-17,91.6455916770288,A_5,none,0,9,3,260,3.0
2025-09-18,90.7538846237567,A_5,none,0,9,3,261,4.0
2025-09-19,89.6507636797191,A_5,small,1,9,3,262,0.0
2025-09-20,87.6110259359495,A_5,none,0,9,3,263,1.0
2025-09-21,89.4960015403719,A_5,none,0,9,3,264,2.0
2025-09-22,85.3910892170345,A_5,none,0,9,3,265,3.0
2025-09-23,85.3910892170345,A_5,none,0,9,3,266,4.0
2025-09-24,85.4907022548982,A_5,small,1,9,3,267,0.0
2025-09-25,84.8850736828669,A_5,none,0,9,3,268,1.0
2025-09-26,83.5809458571209,A_5,none,0,9,3,269,2.0
2025-09-27,82.185667674911,A_5,none,0,9,3,270,3.0
2025-09-28,82.8270488824066,A_5,small,1,9,3,271,0.0
2025-09-29,82.338400847575,A_5,none,0,9,3,272,1.0
2025-09-30,82.1433943715863,A_5,none,0,9,3,273,2.0
2025-10-01,80.3317157446785,A_5,small,1,10,3,274,0.0
2025-10-02,80.2070512081936,A_5,none,0,10,3,275,1.0
2025-10-03,78.8560491870496,A_5,none,0,10,3,276,2.0
2025-10-04,77.6528241716735,A_5,small,1,10,3,277,0.0
2025-10-05,76.2159173307341,A_5,none,0,10,3,278,1.0
2025-10-06,75.9726755072579,A_5,none,0,10,3,279,2.0
2025-10-07,75.9726755072579,A_5,none,0,10,3,280,3.0
2025-10-08,75.9726755072579,A_5,small,1,10,3,281,0.0
2025-10-09,74.04096868176,A_5,none,0,10,3,282,1.0
2025-10-10,73.0452028689094,A_5,none,0,10,3,283,2.0
2025-10-11,72.0718447878499,A_5,none,0,10,3,284,3.0
2025-10-12,72.3474952046755,A_5,small,1,10,3,285,0.0
2025-10-13,73.2518922039825,A_5,none,0,10,3,286,1.0
2025-10-14,71.3515040351448,A_5,none,0,10,3,287,2.0
2025-10-15,70.2069340124501,A_5,none,0,10,3,288,3.0
2025-10-16,69.356632939088,A_5,none,0,10,3,289,4.0
2025-10-17,69.8542030667497,A_5,small,1,10,3,290,0.0
2025-10-18,67.659933504206,A_5,none,0,10,3,291,1.0
2025-10-19,67.5226204854724,A_5,none,0,10,3,292,2.0
2025-10-20,68.3679427373201,A_5,small,1,10,3,293,0.0
2025-10-21,67.5611463742397,A_5,none,0,10,3,294,1.0
2025-10-22,66.2877997599651,A_5,none,0,10,3,295,2.0
2025-10-23,65.9299997291699,A_5,none,0,10,3,296,3.0
2025-10-24,65.4080905007309,A_5,small,1,10,3,297,0.0
2025-10-25,63.6003370879855,A_5,none,0,10,3,298,1.0
2025-10-26,63.4624410234945,A_5,none,0,10,3,299,2.0
2025-10-27,63.8219366140921,A_5,small,1,10,3,300,0.0
2025-10-28,64.7723207750344,A_5,none,0,10,3,301,1.0
2025-10-29,61.0183340627915,A_5,none,0,10,3,302,2.0
2025-10-30,61.1479857309129,A_5,none,0,10,3,303,3.0
2025-10-31,61.4005676451561,A_5,small,1,10,3,304,0.0
2025-11-01,60.5196409450301,A_5,none,0,11,3,305,1.0
2025-11-02,59.2668310096123,A_5,none,0,11,3,306,2.0
2025-11-03,59.6057056626002,A_5,none,0,11,3,307,3.0
2025-11-04,60.6420976317527,A_5,small,1,11,3,308,0.0
2025-11-05,60.0378765224489,A_5,none,0,11,3,309,1.0
2025-11-06,73.7789937789926,A_5,medium,1,11,3,310,0.0
2025-11-07,73.7789937789926,A_5,small,1,11,3,311,0.0
2025-11-08,73.2993273006556,A_5,none,0,11,3,312,1.0
2025-11-09,71.7126283206595,A_5,none,0,11,3,313,2.0
2025-11-10,69.4001276220921,A_5,none,0,11,3,314,3.0
2025-11-11,70.7357465141319,A_5,small,1,11,3,315,0.0
2025-11-12,68.6206998412454,A_5,none,0,11,3,316,1.0
2025-11-13,69.3552759312673,A_5,none,0,11,3,317,2.0
2025-11-14,69.333120471249,A_5,none,0,11,3,318,3.0
2025-11-15,68.0356618092408,A_5,small,1,11,3,319,0.0
2025-11-16,68.105369494592,A_5,none,0,11,3,320,1.0
2025-11-17,66.6628047074345,A_5,none,0,11,3,321,2.0
2025-11-18,66.8184022861755,A_5,none,0,11,3,322,3.0
2025-11-19,66.4378059135961,A_5,none,0,11,3,323,4.0
2025-11-20,65.4385430996192,A_5,small,1,11,3,324,0.0
2025-11-21,65.0428195330117,A_5,none,0,11,3,325,1.0
2025-11-22,64.869545801642,A_5,none,0,11,3,326,2.0
2025-11-23,63.6330395491125,A_5,none,0,11,3,327,3.0
2025-11-24,62.7334671752088,A_5,small,1,11,3,328,0.0
2025-11-25,63.5864986645086,A_5,none,0,11,3,329,1.0
2025-11-26,61.8051102162157,A_5,none,0,11,3,330,2.0
2025-11-27,61.631411751243,A_5,none,0,11,3,331,3.0
2025-11-28,61.0745463699412,A_5,small,1,11,3,332,0.0
2025-11-29,61.5628734718653,A_5,none,0,11,3,333,1.0
2025-11-30,59.4204559060325,A_5,none,0,11,3,334,2.0
2025-12-01,58.8426289012728,A_5,none,0,12,4,335,3.0
2025-12-02,57.802251237852,A_5,small,1,12,4,336,0.0
2025-12-03,56.9373904905711,A_5,none,0,12,4,337,1.0
2025-12-04,56.354160682446,A_5,none,0,12,4,338,2.0
2025-12-05,55.7632154364931,A_5,none,0,12,4,339,3.0
2025-12-06,55.0070598889384,A_5,none,0,12,4,340,4.0
2025-12-07,54.1052158550735,A_5,small,1,12,4,341,0.0
2025-12-08,54.252154947457,A_5,none,0,12,4,342,1.0
2025-12-09,53.0664977397991,A_5,none,0,12,4,343,2.0
2025-12-10,52.5380334199378,A_5,small,1,12,4,344,0.0
2025-12-11,52.3073067453481,A_5,none,0,12,4,345,1.0
2025-12-12,52.0265427245973,A_5,none,0,12,4,346,2.0
2025-12-13,51.0327996600565,A_5,none,0,12,4,347,3.0
2025-12-14,50.6395288493586,A_5,none,0,12,4,348,4.0
2025-12-15,50.6541989224112,A_5,small,1,12,4,349,0.0
2025-12-16,50.0117106891762,A_5,none,0,12,4,350,1.0
2025-12-17,49.6468207975723,A_5,none,0,12,4,351,2.0
2025-12-18,48.9587845573653,A_5,none,0,12,4,352,3.0
2025-12-19,48.8153461016182,A_5,none,0,12,4,353,4.0
2025-12-20,48.0078235702621,A_5,small,1,12,4,354,0.0
2025-12-21,46.9434970030448,A_5,none,0,12,4,355,1.0
2025-12-22,46.4425442275205,A_5,none,0,12,4,356,2.0
2025-12-23,45.8421499298933,A_5,small,1,12,4,357,0.0
2025-12-24,45.7134326803291,A_5,none,0,12,4,358,1.0
2025-12-25,45.4037077177062,A_5,none,0,12,4,359,2.0
2025-12-26,44.5560841255154,A_5,none,0,12,4,360,3.0
2025-12-27,43.9917247635008,A_5,none,0,12,4,361,4.0
2025-12-28,43.3268004845797,A_5,small,1,12,4,362,0.0
2025-12-29,42.8857603162305,A_5,none,0,12,4,363,1.0
2025-12-30,41.9039757242261,A_5,none,0,12,4,364,2.0
2025-12-31,41.6304461308501,A_5,small,1,12,4,365,0.0
2026-01-01,41.4966625497169,A_5,none,0,1,4,1,1.0
2026-01-02,40.8636911140441,A_5,none,0,1,4,2,2.0
2026-01-03,40.8636911140441,A_5,none,0,1,4,3,3.0
2026-01-04,40.9693362737226,A_5,none,0,1,4,4,4.0
2026-01-05,39.9208130489525,A_5,small,1,1,4,5,0.0
2026-01-06,38.2615485273309,A_5,none,0,1,4,6,1.0
2026-01-07,38.4825286777132,A_5,none,0,1,4,7,2.0
2026-01-08,65.8439667565617,A_5,medium,1,1,4,8,0.0
2026-01-09,65.8439667565617,A_5,none,0,1,4,9,1.0
2026-01-10,65.3682664366695,A_5,none,0,1,4,10,2.0
2026-01-11,64.8105439056751,A_5,none,0,1,4,11,3.0
2026-01-12,64.4971094036533,A_5,small,1,1,4,12,0.0
2026-01-13,64.295777826146,A_5,none,0,1,4,13,1.0
2026-01-14,61.7552773611555,A_5,none,0,1,4,14,2.0
2026-01-15,62.4271802063312,A_5,none,0,1,4,15,3.0
2026-01-16,60.9026099116744,A_5,none,0,1,4,16,4.0
2026-01-17,60.9873438179566,A_5,small,1,1,4,17,0.0
2026-01-18,59.677453701589,A_5,none,0,1,4,18,1.0
2026-01-19,60.2857406755389,A_5,none,0,1,4,19,2.0
2026-01-20,59.4769592354614,A_5,none,0,1,4,20,3.0
2026-01-21,58.1043252398366,A_5,none,0,1,4,21,4.0
2026-01-22,57.8979107998028,A_5,small,1,1,4,22,0.0
2026-01-23,57.3146703625793,A_5,none,0,1,4,23,1.0
2026-01-24,56.2127516990877,A_5,none,0,1,4,24,2.0
2026-01-25,55.9841523743453,A_5,none,0,1,4,25,3.0
2026-01-26,55.784385481324,A_5,none,0,1,4,26,4.0
2026-01-27,53.9370755847624,A_5,small,1,1,4,27,0.0
2026-01-28,54.0365974610347,A_5,none,0,1,4,28,1.0
2026-01-29,54.8238254426497,A_5,none,0,1,4,29,2.0
2026-01-30,53.4450716768309,A_5,none,0,1,4,30,3.0
2026-01-31,52.1800210597737,A_5,none,0,1,4,31,4.0
2026-02-01,51.5735217269324,A_5,small,1,2,4,32,0.0
2026-02-02,51.0125839105254,A_5,none,0,2,4,33,1.0
2026-02-03,49.7794565517947,A_5,none,0,2,4,34,2.0
2026-02-04,49.6432159458293,A_5,none,0,2,4,35,3.0
2026-02-05,48.8119888135854,A_5,small,1,2,4,36,0.0
2026-02-06,47.7916172734265,A_5,none,0,2,4,37,1.0
2026-02-07,47.7771052538509,A_5,none,0,2,4,38,2.0
2026-02-08,47.1929904646891,A_5,none,0,2,4,39,3.0
2026-02-09,46.5841823211785,A_5,none,0,2,4,40,4.0
2026-02-10,46.4136091672211,A_5,small,1,2,4,41,0.0
2026-02-11,45.7074935873013,A_5,none,0,2,4,42,1.0
2026-02-12,45.276391593099,A_5,none,0,2,4,43,2.0
2026-02-13,44.4178307929086,A_5,none,0,2,4,44,3.0
2026-02-14,43.9877419833428,A_5,small,1,2,4,45,0.0
2026-02-15,42.8005478677082,A_5,none,0,2,4,46,1.0
2026-02-16,41.539236848391,A_5,none,0,2,4,47,2.0
2026-02-17,40.188643454756,A_5,none,0,2,4,48,3.0
2026-02-18,41.0356960138667,A_5,small,1,2,4,49,0.0
2026-02-19,39.6736779491421,A_5,none,0,2,4,50,1.0
2026-02-20,40.219754364169,A_5,none,0,2,4,51,2.0
2026-02-21,39.4823750222115,A_5,none,0,2,4,52,3.0
2026-02-22,38.1062973621359,A_5,small,1,2,4,53,0.0
2026-02-23,37.1013862333708,A_5,none,0,2,4,54,1.0
2026-02-24,36.6120099403796,A_5,none,0,2,4,55,2.0
2026-02-25,36.2121913344634,A_5,none,0,2,4,56,3.0
2026-02-26,58.5230198352942,A_5,medium,1,2,4,57,0.0
2026-02-27,58.5230198352942,A_5,none,0,2,4,58,1.0
2026-02-28,57.7414157891829,A_5,none,0,2,4,59,2.0
2026-03-01,57.4546302554542,A_5,small,1,3,1,60,0.0
2026-03-02,57.8915998454255,A_5,none,0,3,1,61,1.0
2026-03-03,56.5671485930886,A_5,none,0,3,1,62,2.0
2026-03-04,56.5894076984854,A_5,small,1,3,1,63,0.0
2026-03-05,55.6645753085427,A_5,none,0,3,1,64,1.0
2026-03-06,55.9734111207964,A_5,none,0,3,1,65,2.0
2026-03-07,56.8294524086125,A_5,none,0,3,1,66,3.0
2026-03-08,54.5669377903588,A_5,none,0,3,1,67,4.0
2026-03-09,53.5783139138881,A_5,small,1,3,1,68,0.0
2026-03-10,54.8264153933322,A_5,none,0,3,1,69,1.0
2026-03-11,54.1468428659375,A_5,none,0,3,1,70,2.0
2026-03-12,43.2725539605185,A_5,small,1,3,1,71,0.0
2026-03-13,54.6115506182124,A_5,none,0,3,1,72,1.0
2026-03-14,54.1905930801138,A_5,none,0,3,1,73,2.0
2026-03-15,53.2762869909339,A_5,small,1,3,1,74,0.0
2026-03-16,53.7613269555106,A_5,none,0,3,1,75,1.0
2026-03-17,52.2265609296773,A_5,none,0,3,1,76,2.0
2026-03-18,51.7438514712253,A_5,none,0,3,1,77,3.0
2026-03-19,52.2165065587497,A_5,none,0,3,1,78,4.0
2026-03-20,50.3374443400379,A_5,small,1,3,1,79,0.0
2026-03-21,51.7976948454372,A_5,none,0,3,1,80,1.0
2026-03-22,52.3128652470951,A_5,none,0,3,1,81,2.0
2026-03-23,52.4326835859517,A_5,none,0,3,1,82,3.0
2026-03-24,50.4600914178572,A_5,none,0,3,1,83,4.0
2026-03-25,50.8535849216999,A_5,small,1,3,1,84,0.0
2026-03-26,51.790548318616,A_5,none,0,3,1,85,1.0
2026-03-27,49.3583847852614,A_5,none,0,3,1,86,2.0
2026-03-28,49.1070754968372,A_5,none,0,3,1,87,3.0
2026-03-29,51.0244495189837,A_5,none,0,3,1,88,4.0
2026-03-30,48.4571219409842,A_5,small,1,3,1,89,0.0
2026-03-31,47.6339927795206,A_5,none,0,3,1,90,1.0
2026-04-01,48.1982702023292,A_5,none,0,4,1,91,2.0
2024-04-01,48.3137587141509,A_6,none,0,4,1,92,9999.0
2024-04-02,48.3137587141509,A_6,none,0,4,1,93,9999.0
2024-04-03,48.3137587141509,A_6,none,0,4,1,94,9999.0
2024-04-04,48.3137587141509,A_6,small,1,4,1,95,0.0
2024-04-05,48.3137587141509,A_6,none,0,4,1,96,1.0
2024-04-06,48.1107929351358,A_6,none,0,4,1,97,2.0
2024-04-07,47.1131840729811,A_6,none,0,4,1,98,3.0
2024-04-08,47.1131840729811,A_6,none,0,4,1,99,4.0
2024-04-09,47.1632149510996,A_6,small,1,4,1,100,0.0
2024-04-10,46.977948797633,A_6,none,0,4,1,101,1.0
2024-04-11,48.5250884062255,A_6,none,0,4,1,102,2.0
2024-04-12,47.4747876945446,A_6,none,0,4,1,103,3.0
2024-04-13,45.6925563329402,A_6,none,0,4,1,104,4.0
2024-04-14,46.9971709493724,A_6,small,1,4,1,105,0.0
2024-04-15,45.5198122526335,A_6,none,0,4,1,106,1.0
2024-04-16,44.0562345200129,A_6,none,0,4,1,107,2.0
2024-04-17,45.8649946668472,A_6,small,1,4,1,108,0.0
2024-04-18,44.9104076903305,A_6,none,0,4,1,109,1.0
2024-04-19,46.6359834870473,A_6,none,0,4,1,110,2.0
2024-04-20,45.2594507504185,A_6,none,0,4,1,111,3.0
2024-04-21,44.3553635658125,A_6,none,0,4,1,112,4.0
2024-04-22,35.0847801144103,A_6,small,1,4,1,113,0.0
2024-04-23,29.4904938380017,A_6,none,0,4,1,114,1.0
2024-04-24,43.5809742351165,A_6,none,0,4,1,115,2.0
2024-04-25,41.9599456775403,A_6,small,1,4,1,116,0.0
2024-04-26,44.8668355042465,A_6,none,0,4,1,117,1.0
2024-04-27,40.4748122748082,A_6,none,0,4,1,118,2.0
2024-04-28,42.4112472040479,A_6,none,0,4,1,119,3.0
2024-04-29,42.5513230763147,A_6,small,1,4,1,120,0.0
2024-04-30,42.0962772800134,A_6,none,0,4,1,121,1.0
2024-05-01,42.0962772800134,A_6,none,0,5,1,122,2.0
2024-05-02,42.0962772800134,A_6,small,1,5,1,123,0.0
2024-05-03,42.0962772800134,A_6,none,0,5,1,124,1.0
2024-05-04,42.0962772800134,A_6,none,0,5,1,125,2.0
2024-05-05,42.0962772800134,A_6,none,0,5,1,126,3.0
2024-05-06,42.0962772800134,A_6,none,0,5,1,127,4.0
2024-05-07,42.0962772800134,A_6,small,1,5,1,128,0.0
2024-05-08,42.0962772800134,A_6,none,0,5,1,129,1.0
2024-05-09,42.0962772800134,A_6,none,0,5,1,130,2.0
2024-05-10,42.0962772800134,A_6,none,0,5,1,131,3.0
2024-05-11,42.0962772800134,A_6,small,1,5,1,132,0.0
2024-05-12,42.0962772800134,A_6,none,0,5,1,133,1.0
2024-05-13,42.0962772800134,A_6,none,0,5,1,134,2.0
2024-05-14,42.0962772800134,A_6,small,1,5,1,135,0.0
2024-05-15,40.1233853230796,A_6,none,0,5,1,136,1.0
2024-05-16,39.1801642323091,A_6,none,0,5,1,137,2.0
2024-05-17,40.1638328418183,A_6,small,1,5,1,138,0.0
2024-05-18,39.7483710178337,A_6,none,0,5,1,139,1.0
2024-05-19,41.188892726209,A_6,none,0,5,1,140,2.0
2024-05-20,40.2234794644653,A_6,none,0,5,1,141,3.0
2024-05-21,38.6009251955629,A_6,small,1,5,1,142,0.0
2024-05-22,39.9053608896829,A_6,none,0,5,1,143,1.0
2024-05-23,38.8291998388081,A_6,none,0,5,1,144,2.0
2024-05-24,37.4048410509655,A_6,none,0,5,1,145,3.0
2024-05-25,39.5901764202974,A_6,small,1,5,1,146,0.0
2024-05-26,38.664966145724,A_6,none,0,5,1,147,1.0
2024-05-27,38.4683528465941,A_6,none,0,5,1,148,2.0
2024-05-28,37.549538900889,A_6,small,1,5,1,149,0.0
2024-05-29,39.2204403077679,A_6,none,0,5,1,150,1.0
2024-05-30,35.9878824756896,A_6,none,0,5,1,151,2.0
2024-05-31,37.4132116377838,A_6,none,0,5,1,152,3.0
2024-06-01,37.0047136156606,A_6,none,0,6,2,153,4.0
2024-06-02,33.8279933480303,A_6,small,1,6,2,154,0.0
2024-06-03,33.8279933480303,A_6,none,0,6,2,155,1.0
2024-06-04,32.4358817840037,A_6,none,0,6,2,156,2.0
2024-06-05,36.3700266245968,A_6,small,1,6,2,157,0.0
2024-06-06,61.9562714410179,A_6,medium,1,6,2,158,0.0
2024-06-07,61.9562714410179,A_6,none,0,6,2,159,1.0
2024-06-08,62.5790626341951,A_6,none,0,6,2,160,2.0
2024-06-09,61.0266575907865,A_6,small,1,6,2,161,0.0
2024-06-10,61.1193075799477,A_6,none,0,6,2,162,1.0
2024-06-11,60.2403434662394,A_6,none,0,6,2,163,2.0
2024-06-12,62.7073987321785,A_6,small,1,6,2,164,0.0
2024-06-13,63.5198357936358,A_6,none,0,6,2,165,1.0
2024-06-14,65.7229865779808,A_6,none,0,6,2,166,2.0
2024-06-15,61.8526079916668,A_6,none,0,6,2,167,3.0
2024-06-16,61.9788304915333,A_6,small,1,6,2,168,0.0
2024-06-17,61.2982513691747,A_6,none,0,6,2,169,1.0
2024-06-18,58.6455673985168,A_6,none,0,6,2,170,2.0
2024-06-19,60.7759487072328,A_6,none,0,6,2,171,3.0
2024-06-20,62.3069953852883,A_6,small,1,6,2,172,0.0
2024-06-21,59.2197142938361,A_6,none,0,6,2,173,1.0
2024-06-22,59.9463390116756,A_6,none,0,6,2,174,2.0
2024-06-23,54.7806329943205,A_6,none,0,6,2,175,3.0
2024-06-24,55.9319698169113,A_6,none,0,6,2,176,4.0
2024-06-25,55.9319698169113,A_6,small,1,6,2,177,0.0
2024-06-26,60.7513393706512,A_6,none,0,6,2,178,1.0
2024-06-27,62.3186655965379,A_6,none,0,6,2,179,2.0
2024-06-28,59.8948541610004,A_6,none,0,6,2,180,3.0
2024-06-29,67.8410524977138,A_6,small,1,6,2,181,0.0
2024-06-30,60.2329896991319,A_6,none,0,6,2,182,1.0
2024-07-01,63.5987956567419,A_6,none,0,7,2,183,2.0
2024-07-02,58.4097357004233,A_6,none,0,7,2,184,3.0
2024-07-03,61.0842478777581,A_6,small,1,7,2,185,0.0
2024-07-04,57.2507073101392,A_6,none,0,7,2,186,1.0
2024-07-05,59.8239852361253,A_6,none,0,7,2,187,2.0
2024-07-06,62.0015244683305,A_6,none,0,7,2,188,3.0
2024-07-07,58.712920580383,A_6,none,0,7,2,189,4.0
2024-07-08,59.1309534139805,A_6,small,1,7,2,190,0.0
2024-07-09,59.1908273770242,A_6,none,0,7,2,191,1.0
2024-07-10,59.5246826230325,A_6,none,0,7,2,192,2.0
2024-07-11,57.9521287332479,A_6,none,0,7,2,193,3.0
2024-07-12,59.2802890137902,A_6,small,1,7,2,194,0.0
2024-07-13,57.090825443864,A_6,none,0,7,2,195,1.0
2024-07-14,57.5389324493343,A_6,none,0,7,2,196,2.0
2024-07-15,61.3029675687638,A_6,none,0,7,2,197,3.0
2024-07-16,49.9574461295746,A_6,none,0,7,2,198,4.0
2024-07-17,59.3640755722632,A_6,small,1,7,2,199,0.0
2024-07-18,61.8459974414585,A_6,none,0,7,2,200,1.0
2024-07-19,61.3190573292467,A_6,none,0,7,2,201,2.0
2024-07-20,58.270992247143,A_6,none,0,7,2,202,3.0
2024-07-21,60.0142325251855,A_6,none,0,7,2,203,4.0
2024-07-22,53.0233174184394,A_6,small,1,7,2,204,0.0
2024-07-23,61.3816430902276,A_6,none,0,7,2,205,1.0
2024-07-24,60.419289315023,A_6,none,0,7,2,206,2.0
2024-07-25,63.0787152071604,A_6,none,0,7,2,207,3.0
2024-07-26,57.2821928852983,A_6,small,1,7,2,208,0.0
2024-07-27,55.1025141867834,A_6,none,0,7,2,209,1.0
2024-07-28,54.8691065279471,A_6,none,0,7,2,210,2.0
2024-07-29,61.2169374602683,A_6,none,0,7,2,211,3.0
2024-07-30,61.644698978925,A_6,small,1,7,2,212,0.0
2024-07-31,58.4572107527107,A_6,none,0,7,2,213,1.0
2024-08-01,55.1116059018741,A_6,none,0,8,2,214,2.0
2024-08-02,56.3112663174946,A_6,small,1,8,2,215,0.0
2024-08-03,56.1839012155206,A_6,none,0,8,2,216,1.0
2024-08-04,59.3425814356013,A_6,none,0,8,2,217,2.0
2024-08-05,57.7608990298106,A_6,none,0,8,2,218,3.0
2024-08-06,60.9568527808761,A_6,none,0,8,2,219,4.0
2024-08-07,57.2291711275545,A_6,small,1,8,2,220,0.0
2024-08-08,59.8591272627546,A_6,none,0,8,2,221,1.0
2024-08-09,59.7017625587077,A_6,none,0,8,2,222,2.0
2024-08-10,58.7166611598059,A_6,small,1,8,2,223,0.0
2024-08-11,57.5979623227889,A_6,none,0,8,2,224,1.0
2024-08-12,57.7644793436385,A_6,none,0,8,2,225,2.0
2024-08-13,57.2088411883522,A_6,none,0,8,2,226,3.0
2024-08-14,53.8798550664905,A_6,small,1,8,2,227,0.0
2024-08-15,55.6285006452828,A_6,none,0,8,2,228,1.0
2024-08-16,54.5912113162538,A_6,none,0,8,2,229,2.0
2024-08-17,56.3730344799405,A_6,small,1,8,2,230,0.0
2024-08-18,56.5517919306636,A_6,none,0,8,2,231,1.0
2024-08-19,53.2527659508484,A_6,none,0,8,2,232,2.0
2024-08-20,56.7753699698594,A_6,none,0,8,2,233,3.0
2024-08-21,55.3734440173749,A_6,none,0,8,2,234,4.0
2024-08-22,58.9752616676196,A_6,small,1,8,2,235,0.0
2024-08-23,54.8045313072412,A_6,none,0,8,2,236,1.0
2024-08-24,56.8669162604828,A_6,none,0,8,2,237,2.0
2024-08-25,52.6364835196293,A_6,small,1,8,2,238,0.0
2024-08-26,54.0240836188735,A_6,none,0,8,2,239,1.0
2024-08-27,81.659146670655,A_6,medium,1,8,2,240,0.0
2024-08-28,81.659146670655,A_6,none,0,8,2,241,1.0
2024-08-29,81.659146670655,A_6,none,0,8,2,242,2.0
2024-08-30,82.1101877783878,A_6,small,1,8,2,243,0.0
2024-08-31,81.2730627298307,A_6,none,0,8,2,244,1.0
2024-09-01,80.073571520405,A_6,none,0,9,3,245,2.0
2024-09-02,82.4819038478927,A_6,none,0,9,3,246,3.0
2024-09-03,80.3742440468511,A_6,small,1,9,3,247,0.0
2024-09-04,80.2589696686292,A_6,none,0,9,3,248,1.0
2024-09-05,78.3015591174983,A_6,none,0,9,3,249,2.0
2024-09-06,77.6027450121624,A_6,none,0,9,3,250,3.0
2024-09-07,77.3201740255003,A_6,small,1,9,3,251,0.0
2024-09-08,77.3201740255003,A_6,none,0,9,3,252,1.0
2024-09-09,77.3201740255003,A_6,none,0,9,3,253,2.0
2024-09-10,78.0692205578155,A_6,none,0,9,3,254,3.0
2024-09-11,74.8231840838702,A_6,none,0,9,3,255,4.0
2024-09-12,75.0406217210566,A_6,small,1,9,3,256,0.0
2024-09-13,73.4325878347807,A_6,none,0,9,3,257,1.0
2024-09-14,74.8848427707301,A_6,none,0,9,3,258,2.0
2024-09-15,73.2062337102954,A_6,none,0,9,3,259,3.0
2024-09-16,72.6121802663871,A_6,small,1,9,3,260,0.0
2024-09-17,71.1453916207084,A_6,none,0,9,3,261,1.0
2024-09-18,71.3755980268082,A_6,none,0,9,3,262,2.0
2024-09-19,70.8431254022206,A_6,none,0,9,3,263,3.0
2024-09-20,69.21772461291,A_6,small,1,9,3,264,0.0
2024-09-21,69.5357990673431,A_6,none,0,9,3,265,1.0
2024-09-22,70.0889322736137,A_6,none,0,9,3,266,2.0
2024-09-23,67.3218301219551,A_6,none,0,9,3,267,3.0
2024-09-24,68.3531363963235,A_6,small,1,9,3,268,0.0
2024-09-25,66.8640006034712,A_6,none,0,9,3,269,1.0
2024-09-26,68.2334210476624,A_6,none,0,9,3,270,2.0
2024-09-27,63.950655546761,A_6,none,0,9,3,271,3.0
2024-09-28,65.078047780229,A_6,small,1,9,3,272,0.0
2024-09-29,63.568563393585,A_6,none,0,9,3,273,1.0
2024-09-30,62.9630538881899,A_6,none,0,9,3,274,2.0
2024-10-01,63.7196353575499,A_6,none,0,10,3,275,3.0
2024-10-02,62.1380357144138,A_6,none,0,10,3,276,4.0
2024-10-03,63.4225553751181,A_6,small,1,10,3,277,0.0
2024-10-04,62.6489419453494,A_6,none,0,10,3,278,1.0
2024-10-05,62.8086350128381,A_6,none,0,10,3,279,2.0
2024-10-06,61.9772234995376,A_6,small,1,10,3,280,0.0
2024-10-07,61.1690616808137,A_6,none,0,10,3,281,1.0
2024-10-08,61.6106505576419,A_6,none,0,10,3,282,2.0
2024-10-09,61.6106505576419,A_6,small,1,10,3,283,0.0
2024-10-10,59.76940663545,A_6,none,0,10,3,284,1.0
2024-10-11,59.76940663545,A_6,none,0,10,3,285,2.0
2024-10-12,56.7790846124945,A_6,none,0,10,3,286,3.0
2024-10-13,56.5533752148166,A_6,small,1,10,3,287,0.0
2024-10-14,55.7969217763749,A_6,none,0,10,3,288,1.0
2024-10-15,55.585011402263,A_6,none,0,10,3,289,2.0
2024-10-16,54.6233298879289,A_6,small,1,10,3,290,0.0
2024-10-17,54.7372919278341,A_6,none,0,10,3,291,1.0
2024-10-18,54.5537998698905,A_6,none,0,10,3,292,2.0
2024-10-19,53.5098037073561,A_6,small,1,10,3,293,0.0
2024-10-20,52.5062765546501,A_6,none,0,10,3,294,1.0
2024-10-21,52.4390027409905,A_6,none,0,10,3,295,2.0
2024-10-22,51.7170793603092,A_6,none,0,10,3,296,3.0
2024-10-23,49.3454732389369,A_6,small,1,10,3,297,0.0
2024-10-24,48.5673866607035,A_6,none,0,10,3,298,1.0
2024-10-25,48.2426748375165,A_6,none,0,10,3,299,2.0
2024-10-26,47.6756357035637,A_6,none,0,10,3,300,3.0
